before_prompt,after_prompt,move,after_player,after_win_proba,before_player,before_win_proba,commentary
"FEN: 8/1k1R3p/5R2/8/2P1r3/p7/P5PP/6K1 b - - 1 47
[Black]: 1.8% cp:-795 Kc8 Rxh7 Re8 h4 Kb8 Rf3 Rc8 Kh2 Rd8 h5 Re8 Kh3 Rc8 Re7 Rxc4 (Depth: 15) 
 [Black]: 0.0% cp:-inf Kb8 Rf8+ Re8 Rxe8# (Depth: 15) 
 [Black]: 0.0% cp:-inf Ka8 Rf8+ Re8 Rxe8# (Depth: 15) 
 ","FEN: 2k5/3R3p/5R2/8/2P1r3/p7/P5PP/6K1 w - - 2 48
[White]: 98.3% cp:807 Rxh7 Re1+ Kf2 Re8 Rf3 Kb8 Kg3 Rc8 c5 Re8 Kh3 Re4 (Depth: 15) 
 [White]: 98.2% cp:796 Rg7 Re8 Rxh7 Kb8 h4 Ka8 Rf3 Kb8 Kh2 Rc8 Kh3 Rd8 g3 Re8 h5 Rg8 Rb3+ Kc8 Rxa3 (Depth: 15) 
 [White]: 97.3% cp:718 Rdf7 h6 Rxh6 Re1+ Kf2 Re8 Rhh7 (Depth: 15) 
 ",Kc8,White,98.26216675160325,Black,1.8433140001109862,
"FEN: 2k5/3R3p/5R2/8/2P1r3/p7/P5PP/6K1 w - - 2 48
[White]: 98.3% cp:807 Rxh7 Re1+ Kf2 Re8 Rf3 Kb8 Kg3 Rc8 c5 Re8 Kh3 Re4 (Depth: 15) 
 [White]: 98.2% cp:796 Rg7 Re8 Rxh7 Kb8 h4 Ka8 Rf3 Kb8 Kh2 Rc8 Kh3 Rd8 g3 Re8 h5 Rg8 Rb3+ Kc8 Rxa3 (Depth: 15) 
 [White]: 97.3% cp:718 Rdf7 h6 Rxh6 Re1+ Kf2 Re8 Rhh7 (Depth: 15) 
 ","FEN: 2k5/7R/5R2/8/2P1r3/p7/P5PP/6K1 b - - 0 48
[Black]: 1.9% cp:-790 Re1+ Rf1 Re8 h4 Kb8 Kh2 Rc8 Kh3 Ka8 h5 Rb8 Rhf7 Rb2 R7f3 Rxa2 (Depth: 15) 
 [Black]: 1.8% cp:-795 Re8 h4 Kb8 Kh2 Rc8 Kh3 Rg8 Rf1 Re8 c5 Rg8 c6 Kc8 g3 Re8 Rff7 Rg8 Rf3 Rd8 (Depth: 15) 
 [Black]: 1.3% cp:-859 Kd8 Rf8+ Re8 Rxe8+ Kxe8 Kf2 Kf8 Ke3 Kg8 Rc7 Kf8 Kf4 Ke8 Ke5 Kd8 Rh7 Ke8 h4 Kf8 Ra7 (Depth: 15) 
 ",Rxh7,Black,1.8890961937039066,White,98.26216675160325,
"FEN: rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1
[Black]: 46.5% cp:-28 d5 d4 e6 c4 Nf6 Bg5 Be7 e3 O-O Qc2 c5 dxc5 Nbd7 Nc3 (Depth: 15) 
 [Black]: 46.5% cp:-28 Nf6 c4 e6 g3 Be7 Bg2 O-O d4 d5 O-O dxc4 Qc2 c5 dxc5 Bxc5 Qxc4 (Depth: 15) 
 [Black]: 45.4% cp:-37 e6 e4 d5 e5 c5 c3 Nc6 d4 Bd7 Be2 cxd4 cxd4 Qb6 O-O Nge7 Nc3 Nf5 Kh1 (Depth: 15) 
 ","FEN: r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2
[White]: 58.3% cp:67 d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 Ne4 Bxe7 Qxe7 Qc2 Nxc3 (Depth: 15) 
 [White]: 54.7% cp:38 e4 e5 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Bd3 Nd5 Nf3 Bd6 O-O O-O Re1 Re8 (Depth: 15) 
 [White]: 52.1% cp:17 Nc3 d5 d4 Bf5 Bf4 e6 e3 Bd6 Bd3 Bxd3 Qxd3 Nge7 O-O Bxf4 exf4 O-O (Depth: 15) 
 ",Nc6,White,58.29754542011995,Black,46.50570548417855,
"FEN: r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2
[White]: 58.3% cp:67 d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 Ne4 Bxe7 Qxe7 Qc2 Nxc3 (Depth: 15) 
 [White]: 54.7% cp:38 e4 e5 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Bd3 Nd5 Nf3 Bd6 O-O O-O Re1 Re8 (Depth: 15) 
 [White]: 52.1% cp:17 Nc3 d5 d4 Bf5 Bf4 e6 e3 Bd6 Bd3 Bxd3 Qxd3 Nge7 O-O Bxf4 exf4 O-O (Depth: 15) 
 ","FEN: r1bqkbnr/pppppppp/2n5/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2
[Black]: 53.7% cp:30 e5 Bb2 e4 Nd4 Nxd4 Bxd4 d5 e3 h5 d3 Nf6 Nd2 Rh6 dxe4 dxe4 c3 Bf5 Qc2 h4 (Depth: 15) 
 [Black]: 47.6% cp:-19 d5 Bb2 Bg4 e3 e5 h3 Bxf3 Qxf3 Qd7 Nc3 e4 Qe2 a6 O-O-O O-O-O g4 (Depth: 15) 
 [Black]: 45.4% cp:-37 Nf6 Bb2 d5 e3 Bg4 h3 Bh5 Be2 Bg6 O-O e6 c4 Bd6 cxd5 exd5 Nc3 (Depth: 15) 
 ",b3,Black,53.742984534374955,White,58.29754542011995,
"FEN: r1bqkbnr/pppppppp/2n5/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2
[Black]: 53.7% cp:30 e5 Bb2 e4 Nd4 Nxd4 Bxd4 d5 e3 h5 d3 Nf6 Nd2 Rh6 dxe4 dxe4 c3 Bf5 Qc2 h4 (Depth: 15) 
 [Black]: 47.6% cp:-19 d5 Bb2 Bg4 e3 e5 h3 Bxf3 Qxf3 Qd7 Nc3 e4 Qe2 a6 O-O-O O-O-O g4 (Depth: 15) 
 [Black]: 45.4% cp:-37 Nf6 Bb2 d5 e3 Bg4 h3 Bh5 Be2 Bg6 O-O e6 c4 Bd6 cxd5 exd5 Nc3 (Depth: 15) 
 ","FEN: r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3
[White]: 55.8% cp:47 Bb2 Bg4 e3 e6 Be2 Nf6 c4 Bd6 d4 Bb4+ Bc3 Bxc3+ Nxc3 O-O Rc1 Ne4 O-O Nxc3 Rxc3 (Depth: 15) 
 [White]: 55.0% cp:40 d4 Bg4 Bb2 e6 e3 Nf6 Be2 Ne4 Nfd2 Bxe2 Qxe2 Nxd2 Nxd2 Qf6 a3 (Depth: 15) 
 [White]: 48.1% cp:-15 e3 e5 Bb2 e4 Ne5 Nxe5 Bxe5 Nf6 c4 dxc4 bxc4 Bd6 Bd4 Qe7 Be2 (Depth: 15) 
 ",d5,White,55.848111243816135,Black,53.742984534374955,
"FEN: r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3
[White]: 55.8% cp:47 Bb2 Bg4 e3 e6 Be2 Nf6 c4 Bd6 d4 Bb4+ Bc3 Bxc3+ Nxc3 O-O Rc1 Ne4 O-O Nxc3 Rxc3 (Depth: 15) 
 [White]: 55.0% cp:40 d4 Bg4 Bb2 e6 e3 Nf6 Be2 Ne4 Nfd2 Bxe2 Qxe2 Nxd2 Nxd2 Qf6 a3 (Depth: 15) 
 [White]: 48.1% cp:-15 e3 e5 Bb2 e4 Ne5 Nxe5 Bxe5 Nf6 c4 dxc4 bxc4 Bd6 Bd4 Qe7 Be2 (Depth: 15) 
 ","FEN: r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 1 3
[Black]: 44.9% cp:-41 Bg4 e3 e6 Be2 Nf6 c4 Bd6 Nc3 O-O O-O Re8 h3 (Depth: 15) 
 [Black]: 43.5% cp:-52 Nf6 e3 Bg4 h3 Bxf3 Qxf3 a6 g4 e6 Nc3 Bb4 Qg2 (Depth: 15) 
 [Black]: 43.4% cp:-53 a6 e3 Bg4 Be2 Nf6 c4 e6 O-O Bd6 d4 Ne4 c5 Be7 a3 Bf6 (Depth: 15) 
 ",Bb2,Black,44.892873069265804,White,55.848111243816135,
"FEN: r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 1 3
[Black]: 44.9% cp:-41 Bg4 e3 e6 Be2 Nf6 c4 Bd6 Nc3 O-O O-O Re8 h3 (Depth: 15) 
 [Black]: 43.5% cp:-52 Nf6 e3 Bg4 h3 Bxf3 Qxf3 a6 g4 e6 Nc3 Bb4 Qg2 (Depth: 15) 
 [Black]: 43.4% cp:-53 a6 e3 Bg4 Be2 Nf6 c4 e6 O-O Bd6 d4 Ne4 c5 Be7 a3 Bf6 (Depth: 15) 
 ","FEN: r1bqkb1r/ppp1pppp/2n2n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq - 2 4
[White]: 56.0% cp:48 e3 Bg4 h3 Bxf3 Qxf3 a6 g4 e6 h4 h6 Nc3 Bd6 O-O-O Qe7 Bh3 (Depth: 15) 
 [White]: 54.6% cp:37 d4 Bf5 a3 e6 e3 Ne7 c4 h5 Be2 a5 Nc3 (Depth: 15) 
 [White]: 53.0% cp:24 h3 d4 e3 dxe3 dxe3 Qxd1+ Kxd1 Ne4 Ke2 f6 Nbd2 Nd6 (Depth: 15) 
 ",Nf6,White,55.971364926719296,Black,44.892873069265804,
"FEN: r1bqkb1r/ppp1pppp/2n2n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq - 2 4
[White]: 56.0% cp:48 e3 Bg4 h3 Bxf3 Qxf3 a6 g4 e6 h4 h6 Nc3 Bd6 O-O-O Qe7 Bh3 (Depth: 15) 
 [White]: 54.6% cp:37 d4 Bf5 a3 e6 e3 Ne7 c4 h5 Be2 a5 Nc3 (Depth: 15) 
 [White]: 53.0% cp:24 h3 d4 e3 dxe3 dxe3 Qxd1+ Kxd1 Ne4 Ke2 f6 Nbd2 Nd6 (Depth: 15) 
 ","FEN: r1bqkb1r/ppp1pppp/2n2n2/3p4/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 4
[Black]: 51.2% cp:10 h5 Bg2 h4 Nxh4 e5 c4 d4 d3 g5 Nf3 g4 Nh4 Nh5 Nd2 Bd7 e3 dxe3 fxe3 Qg5 (Depth: 15) 
 [Black]: 50.9% cp:7 Bf5 d3 e5 Nxe5 Nxe5 Bxe5 Qe7 Bb2 h5 Bg2 h4 Nd2 O-O-O e3 h3 (Depth: 15) 
 [Black]: 49.0% cp:-8 d4 c3 d3 exd3 e5 Qe2 Be7 Na3 O-O Nc4 Re8 Bg2 Bf5 Nfxe5 Nxe5 Nxe5 Bd6 (Depth: 15) 
 ",g3,Black,51.249739648421034,White,55.971364926719296,
"FEN: r1bqkb1r/ppp1pppp/2n2n2/3p4/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 4
[Black]: 51.2% cp:10 h5 Bg2 h4 Nxh4 e5 c4 d4 d3 g5 Nf3 g4 Nh4 Nh5 Nd2 Bd7 e3 dxe3 fxe3 Qg5 (Depth: 15) 
 [Black]: 50.9% cp:7 Bf5 d3 e5 Nxe5 Nxe5 Bxe5 Qe7 Bb2 h5 Bg2 h4 Nd2 O-O-O e3 h3 (Depth: 15) 
 [Black]: 49.0% cp:-8 d4 c3 d3 exd3 e5 Qe2 Be7 Na3 O-O Nc4 Re8 Bg2 Bf5 Nfxe5 Nxe5 Nxe5 Bd6 (Depth: 15) 
 ","FEN: r2qkb1r/ppp1pppp/2n2n2/3p1b2/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 1 5
[White]: 55.0% cp:40 d3 h5 Bg2 e5 Nxe5 Nxe5 Bxe5 Qe7 Bb2 h4 Nd2 Bg4 gxh4 Rxh4 Nf3 Bxf3 Bxf3 c6 (Depth: 15) 
 [White]: 52.5% cp:20 Bg2 Qd7 e3 Bh3 Bxh3 Qxh3 Qe2 Qf5 d4 e6 Nh4 Qh3 Nd2 Bd6 O-O-O a5 a3 O-O (Depth: 15) 
 [White]: 49.8% cp:-2 a3 e5 Bxe5 Nxe5 Nxe5 Bd6 Nf3 Qe7 Bg2 O-O-O e3 h5 Nc3 Kb8 b4 (Depth: 15) 
 ",Bf5,White,54.98339973124779,Black,51.249739648421034,
"FEN: r2qkb1r/ppp1pppp/2n2n2/3p1b2/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 1 5
[White]: 55.0% cp:40 d3 h5 Bg2 e5 Nxe5 Nxe5 Bxe5 Qe7 Bb2 h4 Nd2 Bg4 gxh4 Rxh4 Nf3 Bxf3 Bxf3 c6 (Depth: 15) 
 [White]: 52.5% cp:20 Bg2 Qd7 e3 Bh3 Bxh3 Qxh3 Qe2 Qf5 d4 e6 Nh4 Qh3 Nd2 Bd6 O-O-O a5 a3 O-O (Depth: 15) 
 [White]: 49.8% cp:-2 a3 e5 Bxe5 Nxe5 Nxe5 Bd6 Nf3 Qe7 Bg2 O-O-O e3 h5 Nc3 Kb8 b4 (Depth: 15) 
 ","FEN: r2qkb1r/ppp1pppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1QK2R b KQkq - 2 5
[Black]: 48.3% cp:-14 Qd7 e3 O-O-O d3 h5 a3 e5 Nxe5 Nxe5 Bxe5 h4 gxh4 Bg4 (Depth: 15) 
 [Black]: 45.6% cp:-35 h5 c4 Qd7 b4 h4 b5 Nb4 Ne5 Qe6 cxd5 Nfxd5 e4 hxg3 fxg3 Bh3 Bxh3 Qxh3 exd5 Qg2 Qf3 (Depth: 15) 
 [Black]: 44.0% cp:-48 d4 d3 e5 O-O Qd7 Nbd2 Bh3 Nc4 Bd6 c3 Bxg2 Kxg2 O-O-O e4 dxc3 Bxc3 (Depth: 15) 
 ",Bg2,Black,48.25071423336103,White,54.98339973124779,
"FEN: r2qkb1r/ppp1pppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1QK2R b KQkq - 2 5
[Black]: 48.3% cp:-14 Qd7 e3 O-O-O d3 h5 a3 e5 Nxe5 Nxe5 Bxe5 h4 gxh4 Bg4 (Depth: 15) 
 [Black]: 45.6% cp:-35 h5 c4 Qd7 b4 h4 b5 Nb4 Ne5 Qe6 cxd5 Nfxd5 e4 hxg3 fxg3 Bh3 Bxh3 Qxh3 exd5 Qg2 Qf3 (Depth: 15) 
 [Black]: 44.0% cp:-48 d4 d3 e5 O-O Qd7 Nbd2 Bh3 Nc4 Bd6 c3 Bxg2 Kxg2 O-O-O e4 dxc3 Bxc3 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 3 6
[White]: 52.5% cp:20 a3 Bh3 Bxh3 Qxh3 e3 Qf5 d4 h5 Nc3 O-O-O Qe2 Ne4 h4 Nxc3 Bxc3 (Depth: 15) 
 [White]: 52.2% cp:18 e3 Bh3 Bxh3 Qxh3 Qe2 e6 Nc3 Be7 a3 O-O d4 Rfb8 (Depth: 15) 
 [White]: 52.1% cp:17 d3 Bh3 Bxh3 Qxh3 e3 e6 Qe2 Bd6 Nc3 e5 Nb5 O-O O-O-O Qe6 Kb1 a6 Nxd6 cxd6 (Depth: 15) 
 ",Qd7,White,52.497918747894,Black,48.25071423336103,
"FEN: r3kb1r/pppqpppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 3 6
[White]: 52.5% cp:20 a3 Bh3 Bxh3 Qxh3 e3 Qf5 d4 h5 Nc3 O-O-O Qe2 Ne4 h4 Nxc3 Bxc3 (Depth: 15) 
 [White]: 52.2% cp:18 e3 Bh3 Bxh3 Qxh3 Qe2 e6 Nc3 Be7 a3 O-O d4 Rfb8 (Depth: 15) 
 [White]: 52.1% cp:17 d3 Bh3 Bxh3 Qxh3 e3 e6 Qe2 Bd6 Nc3 e5 Nb5 O-O O-O-O Qe6 Kb1 a6 Nxd6 cxd6 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1Q1RK1 b kq - 4 6
[Black]: 50.0% cp:0 h5 c4 h4 Bxf6 exf6 cxd5 Ne7 Nc3 (Depth: 15) 
 [Black]: 48.5% cp:-12 Bh3 c4 Bxg2 Kxg2 h5 h4 d4 b4 Ng4 b5 Nce5 d3 f6 Nbd2 g5 Rh1 gxh4 (Depth: 15) 
 [Black]: 44.5% cp:-44 O-O-O c4 e5 Nxe5 Nxe5 Bxe5 Bh3 Bxf6 gxf6 cxd5 (Depth: 15) 
 ",O-O,Black,50.0,White,52.497918747894,
"FEN: r3kb1r/pppqpppp/2n2n2/3p1b2/8/1P3NP1/PBPPPPBP/RN1Q1RK1 b kq - 4 6
[Black]: 50.0% cp:0 h5 c4 h4 Bxf6 exf6 cxd5 Ne7 Nc3 (Depth: 15) 
 [Black]: 48.5% cp:-12 Bh3 c4 Bxg2 Kxg2 h5 h4 d4 b4 Ng4 b5 Nce5 d3 f6 Nbd2 g5 Rh1 gxh4 (Depth: 15) 
 [Black]: 44.5% cp:-44 O-O-O c4 e5 Nxe5 Nxe5 Bxe5 Bh3 Bxf6 gxf6 cxd5 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p4/8/1P3NPb/PBPPPPBP/RN1Q1RK1 w kq - 5 7
[White]: 51.7% cp:14 c4 Bxg2 Kxg2 O-O-O d4 e6 Qc2 h5 h4 Ng4 Nc3 dxc4 Ne4 cxb3 axb3 a6 Rfc1 Be7 Ra4 f6 (Depth: 15) 
 [White]: 43.0% cp:-56 d4 h5 Bxh3 Qxh3 Ng5 Qd7 h4 e6 Nd2 O-O-O e4 Ng4 Qe2 f6 Ngf3 g5 Rae1 gxh4 (Depth: 15) 
 [White]: 39.1% cp:-89 e3 h5 Bxh3 Qxh3 Ng5 Qd7 h4 Ng4 c4 f6 cxd5 Qxd5 Nc3 Qd7 Nge4 (Depth: 15) 
 ",Bh3,White,51.74928576663897,Black,50.0,
"FEN: r3kb1r/pppqpppp/2n2n2/3p4/8/1P3NPb/PBPPPPBP/RN1Q1RK1 w kq - 5 7
[White]: 51.7% cp:14 c4 Bxg2 Kxg2 O-O-O d4 e6 Qc2 h5 h4 Ng4 Nc3 dxc4 Ne4 cxb3 axb3 a6 Rfc1 Be7 Ra4 f6 (Depth: 15) 
 [White]: 43.0% cp:-56 d4 h5 Bxh3 Qxh3 Ng5 Qd7 h4 e6 Nd2 O-O-O e4 Ng4 Qe2 f6 Ngf3 g5 Rae1 gxh4 (Depth: 15) 
 [White]: 39.1% cp:-89 e3 h5 Bxh3 Qxh3 Ng5 Qd7 h4 Ng4 c4 f6 cxd5 Qxd5 Nc3 Qd7 Nge4 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NPb/PB1PPPBP/RN1Q1RK1 b kq - 0 7
[Black]: 50.2% cp:2 Bxg2 Kxg2 O-O-O cxd5 Nxd5 e4 Nf6 Qe2 Qg4 Nc3 e5 h3 Qg6 Nh4 Qg5 Rad1 Nd4 Qc4 (Depth: 15) 
 [Black]: 44.5% cp:-44 d4 e3 e5 exd4 Bxg2 Kxg2 exd4 Re1+ Be7 Ba3 O-O-O Bxe7 Nxe7 Ne5 Qe8 Qf3 (Depth: 15) 
 [Black]: 44.3% cp:-46 dxc4 bxc4 h5 d4 Bxg2 Kxg2 h4 d5 Nd8 Nxh4 g5 Nf3 Qh3+ Kg1 g4 Nh4 (Depth: 15) 
 ",c4,Black,50.2499979166875,White,51.74928576663897,
"FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NPb/PB1PPPBP/RN1Q1RK1 b kq - 0 7
[Black]: 50.2% cp:2 Bxg2 Kxg2 O-O-O cxd5 Nxd5 e4 Nf6 Qe2 Qg4 Nc3 e5 h3 Qg6 Nh4 Qg5 Rad1 Nd4 Qc4 (Depth: 15) 
 [Black]: 44.5% cp:-44 d4 e3 e5 exd4 Bxg2 Kxg2 exd4 Re1+ Be7 Ba3 O-O-O Bxe7 Nxe7 Ne5 Qe8 Qf3 (Depth: 15) 
 [Black]: 44.3% cp:-46 dxc4 bxc4 h5 d4 Bxg2 Kxg2 h4 d5 Nd8 Nxh4 g5 Nf3 Qh3+ Kg1 g4 Nh4 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPbP/RN1Q1RK1 w kq - 0 8
[White]: 51.4% cp:11 Kxg2 h5 h4 d4 b4 Ng4 b5 Nce5 Qb3 c5 bxc6 Nxc6 e3 Na5 (Depth: 15) 
 [White]: 7.3% cp:-507 Ne5 Nxe5 Kxg2 Ng6 cxd5 Qxd5+ e4 Qd7 d4 h5 f4 e6 f5 exf5 exf5 (Depth: 15) 
 [White]: 7.1% cp:-514 Bxf6 Bxf3 exf3 gxf6 cxd5 Qxd5 Nc3 Qa5 Rc1 O-O-O Qc2 e5 (Depth: 15) 
 ",Bxg2,White,51.374653490235495,Black,50.2499979166875,
"FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPbP/RN1Q1RK1 w kq - 0 8
[White]: 51.4% cp:11 Kxg2 h5 h4 d4 b4 Ng4 b5 Nce5 Qb3 c5 bxc6 Nxc6 e3 Na5 (Depth: 15) 
 [White]: 7.3% cp:-507 Ne5 Nxe5 Kxg2 Ng6 cxd5 Qxd5+ e4 Qd7 d4 h5 f4 e6 f5 exf5 exf5 (Depth: 15) 
 [White]: 7.1% cp:-514 Bxf6 Bxf3 exf3 gxf6 cxd5 Qxd5 Nc3 Qa5 Rc1 O-O-O Qc2 e5 (Depth: 15) 
 ","FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPKP/RN1Q1R2 b kq - 0 8
[Black]: 49.3% cp:-6 O-O-O cxd5 Nxd5 e4 Nf6 Qe2 Qd3 Qxd3 Rxd3 Ng5 Nd8 Re1 e6 Nf3 Nc6 Na3 Bxa3 Bxa3 Rhd8 Bb2 (Depth: 15) 
 [Black]: 48.9% cp:-9 h5 h4 O-O-O e3 e6 Qe2 Ng4 Nc3 f6 cxd5 exd5 Nb5 Rg8 Rac1 Kb8 Nbd4 Nxd4 Nxd4 (Depth: 15) 
 [Black]: 45.0% cp:-40 e6 cxd5 exd5 Bxf6 gxf6 e3 d4 Nxd4 Nxd4 exd4 O-O-O Nc3 h5 h4 Qxd4 Qf3 Qg4 Qxf6 Bg7 Qxf7 (Depth: 15) 
 ",Kxg2,Black,49.25005624493796,White,51.374653490235495,
"FEN: r3kb1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPKP/RN1Q1R2 b kq - 0 8
[Black]: 49.3% cp:-6 O-O-O cxd5 Nxd5 e4 Nf6 Qe2 Qd3 Qxd3 Rxd3 Ng5 Nd8 Re1 e6 Nf3 Nc6 Na3 Bxa3 Bxa3 Rhd8 Bb2 (Depth: 15) 
 [Black]: 48.9% cp:-9 h5 h4 O-O-O e3 e6 Qe2 Ng4 Nc3 f6 cxd5 exd5 Nb5 Rg8 Rac1 Kb8 Nbd4 Nxd4 Nxd4 (Depth: 15) 
 [Black]: 45.0% cp:-40 e6 cxd5 exd5 Bxf6 gxf6 e3 d4 Nxd4 Nxd4 exd4 O-O-O Nc3 h5 h4 Qxd4 Qf3 Qg4 Qxf6 Bg7 Qxf7 (Depth: 15) 
 ","FEN: 2kr1b1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPKP/RN1Q1R2 w - - 1 9
[White]: 51.6% cp:13 cxd5 Nxd5 e4 Nf6 Qe2 Qd3 Re1 e6 Ng5 Qd7 Rc1 h5 d4 Nxd4 Bxd4 Qxd4 Nc3 Rd7 Nf3 Qb6 (Depth: 15) 
 [White]: 50.6% cp:5 d4 e6 a3 h5 h4 Ne4 Nc3 f6 Qc2 Nxc3 Bxc3 g5 b4 gxh4 Nxh4 (Depth: 15) 
 [White]: 50.0% cp:0 e3 dxc4 bxc4 Qd3 Ng5 Qg6 Nf3 (Depth: 15) 
 ",O-O-O,White,51.62442810620725,Black,49.25005624493796,
"FEN: 2kr1b1r/pppqpppp/2n2n2/3p4/2P5/1P3NP1/PB1PPPKP/RN1Q1R2 w - - 1 9
[White]: 51.6% cp:13 cxd5 Nxd5 e4 Nf6 Qe2 Qd3 Re1 e6 Ng5 Qd7 Rc1 h5 d4 Nxd4 Bxd4 Qxd4 Nc3 Rd7 Nf3 Qb6 (Depth: 15) 
 [White]: 50.6% cp:5 d4 e6 a3 h5 h4 Ne4 Nc3 f6 Qc2 Nxc3 Bxc3 g5 b4 gxh4 Nxh4 (Depth: 15) 
 [White]: 50.0% cp:0 e3 dxc4 bxc4 Qd3 Ng5 Qg6 Nf3 (Depth: 15) 
 ","FEN: 2kr1b1r/pppqpppp/2n2n2/3P4/8/1P3NP1/PB1PPPKP/RN1Q1R2 b - - 0 9
[Black]: 48.4% cp:-13 Nxd5 e4 Nf6 Qe2 Qd3 Re1 e6 Nc3 Bc5 Rac1 Qxe2 Rxe2 Bd4 d3 e5 (Depth: 15) 
 [Black]: 46.6% cp:-27 Qxd5 Nc3 Qh5 b4 e5 b5 Nd4 Rc1 Kb8 h3 Bb4 Qa4 Nxf3 exf3 Bc5 Qc4 (Depth: 15) 
 [Black]: 38.5% cp:-94 Nb4 Na3 Nfxd5 e4 Nb6 d4 f6 Qe2 e6 Rad1 Nxa2 Nb5 (Depth: 15) 
 ",cxd5,Black,48.37557189379275,White,51.62442810620725,
"FEN: 2kr1b1r/pppqpppp/2n2n2/3P4/8/1P3NP1/PB1PPPKP/RN1Q1R2 b - - 0 9
[Black]: 48.4% cp:-13 Nxd5 e4 Nf6 Qe2 Qd3 Re1 e6 Nc3 Bc5 Rac1 Qxe2 Rxe2 Bd4 d3 e5 (Depth: 15) 
 [Black]: 46.6% cp:-27 Qxd5 Nc3 Qh5 b4 e5 b5 Nd4 Rc1 Kb8 h3 Bb4 Qa4 Nxf3 exf3 Bc5 Qc4 (Depth: 15) 
 [Black]: 38.5% cp:-94 Nb4 Na3 Nfxd5 e4 Nb6 d4 f6 Qe2 e6 Rad1 Nxa2 Nb5 (Depth: 15) 
 ","FEN: 2kr1b1r/pppqpppp/2n5/3n4/8/1P3NP1/PB1PPPKP/RN1Q1R2 w - - 0 10
[White]: 52.6% cp:21 e4 Nf6 Qe2 Qd3 Re1 e6 Nc3 Bc5 Qxd3 Rxd3 Na4 Be7 Rac1 a6 (Depth: 15) 
 [White]: 45.8% cp:-34 e3 h5 h4 f6 d4 e5 e4 Nf4+ gxf4 Qg4+ Kh1 Nxd4 Nh2 Qxf4 Qd3 Qxh4 Nd2 g5 (Depth: 15) 
 [White]: 45.1% cp:-39 Re1 Qg4 e3 e5 Nc3 Nxc3 Bxc3 f6 d4 h5 h3 Qe6 (Depth: 15) 
 ",Nxd5,White,52.62259093720687,Black,48.37557189379275,
